item_id,engine,stage,status,document_type,difficulty,source,error,cer,wer,ned,char_accuracy,word_accuracy,reference_diacritic_count,correct_diacritic_count,diacritic_error_count,diacritic_accuracy,base_loss_count,relevant_char_error_count,char_edit_distance
data_3,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5440640932265113,0.6633165829145728,0.3593073593073593,0.4559359067734887,0.33668341708542715,102,100,2,0.9803921568627451,0,126,747
data_3,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5440640932265113,0.6532663316582915,0.3593073593073593,0.4559359067734887,0.3467336683417085,102,100,2,0.9803921568627451,0,126,747
data_4,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.8462998102466793,1.35,0.4759871931696905,0.15370018975332067,0.0,90,87,3,0.9666666666666667,0,184,892
data_4,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.8462998102466793,1.3357142857142856,0.4759871931696905,0.15370018975332067,0.0,90,87,3,0.9666666666666667,0,184,892
data_4,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5161290322580645,0.7714285714285715,0.3530175210902012,0.4838709677419355,0.22857142857142854,90,87,3,0.9666666666666667,1,89,544
data_4,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5151802656546489,0.75,0.35236859182349123,0.4848197343453511,0.25,90,88,2,0.9777777777777777,0,88,543
data_5,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.843236409608091,1.0847457627118644,0.47304964539007094,0.156763590391909,0.0,70,68,2,0.9714285714285714,0,104,667
data_5,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.843236409608091,1.0677966101694916,0.47304964539007094,0.156763590391909,0.0,70,68,2,0.9714285714285714,0,104,667
data_5,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7876106194690266,0.940677966101695,0.45474452554744527,0.21238938053097345,0.05932203389830504,70,68,2,0.9714285714285714,0,99,623
data_5,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7876106194690266,0.923728813559322,0.45474452554744527,0.21238938053097345,0.07627118644067798,70,68,2,0.9714285714285714,0,99,623
data_6,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.8565941101152369,1.162162162162162,0.47547974413646055,0.1434058898847631,0.0,71,70,1,0.9859154929577465,0,106,669
data_6,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.8565941101152369,1.1441441441441442,0.47547974413646055,0.1434058898847631,0.0,71,70,1,0.9859154929577465,0,106,669
data_6,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7976952624839949,1.0,0.45808823529411763,0.20230473751600508,0.0,71,69,2,0.971830985915493,0,100,623
data_6,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7976952624839949,0.9819819819819819,0.45808823529411763,0.20230473751600508,0.018018018018018056,71,69,2,0.971830985915493,0,100,623
data_7,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7018909899888766,0.9,0.4232059020791415,0.29810901001112344,0.09999999999999998,77,75,2,0.974025974025974,0,103,631
data_7,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7018909899888766,0.8846153846153846,0.4232059020791415,0.29810901001112344,0.11538461538461542,77,75,2,0.974025974025974,0,103,631
data_7,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.6629588431590656,0.823076923076923,0.4110344827586207,0.3370411568409344,0.17692307692307696,77,75,2,0.974025974025974,0,98,596
data_7,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.6629588431590656,0.8076923076923077,0.4110344827586207,0.3370411568409344,0.1923076923076923,77,75,2,0.974025974025974,0,98,596
data_8,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5818997756170531,0.946524064171123,0.37367915465898177,0.4181002243829469,0.053475935828877,115,113,2,0.9826086956521739,0,141,778
data_8,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.5818997756170531,0.9411764705882353,0.37367915465898177,0.4181002243829469,0.05882352941176472,115,113,2,0.9826086956521739,0,141,778
data_8,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.4495138369483919,0.5935828877005348,0.31681602530311015,0.550486163051608,0.4064171122994652,115,113,2,0.9826086956521739,0,107,601
data_8,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.4495138369483919,0.5882352941176471,0.31681602530311015,0.550486163051608,0.4117647058823529,115,113,2,0.9826086956521739,0,107,601
data_9,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7659574468085106,1.2321428571428572,0.4351145038167939,0.23404255319148937,0.0,92,92,0,1.0,0,71,684
data_9,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7681970884658454,1.25,0.43638676844783714,0.23180291153415455,0.0,92,91,1,0.9891304347826086,1,73,686
data_9,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7513997760358343,1.2142857142857142,0.43741851368970014,0.2486002239641657,0.0,92,89,3,0.967391304347826,0,75,671
data_9,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+I.+Ceyrek,,0.7536394176931691,1.2410714285714286,0.438722294654498,0.2463605823068309,0.0,92,88,4,0.9565217391304348,1,77,673
data_10,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.3769045709703288,0.8170731707317073,0.2756598240469208,0.6230954290296712,0.18292682926829273,141,141,0,1.0,0,70,470
data_10,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.3769045709703288,0.8170731707317073,0.2756598240469208,0.6230954290296712,0.18292682926829273,141,141,0,1.0,0,70,470
data_10,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.12750601443464316,0.2926829268292683,0.11414213926776741,0.8724939855653568,0.7073170731707317,141,141,0,1.0,0,36,159
data_10,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.12750601443464316,0.2926829268292683,0.11414213926776741,0.8724939855653568,0.7073170731707317,141,141,0,1.0,0,36,159
data_11,tesseract,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.30296127562642367,0.45595854922279794,0.249375,0.6970387243735763,0.544041450777202,101,96,5,0.9504950495049505,1,81,399
data_11,tesseract,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.30447987851176916,0.46632124352331605,0.250625,0.6955201214882308,0.533678756476684,101,94,7,0.9306930693069307,3,83,401
data_11,easyocr,raw,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.21032649962034927,0.19689119170984457,0.18907849829351536,0.7896735003796507,0.8031088082901554,101,96,5,0.9504950495049505,1,67,277
data_11,easyocr,corrected,ok,non-academic,hard,https://www.tcmb.gov.tr/wps/wcm/connect/TR/TCMB+TR/Main+Menu/Yayinlar/Raporlar/Finansal+Hesaplar+Raporu/2025/Finansal+Hesaplar+Raporu+2025-+II.+Ceyrek,,0.21184510250569477,0.21761658031088082,0.19044368600682593,0.7881548974943052,0.7823834196891192,101,94,7,0.9306930693069307,3,69,279
data_12,tesseract,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/cukurovaummfd/issue/22748/242829,,0.11499215070643642,0.18654434250764526,0.10468024294390854,0.8850078492935636,0.8134556574923547,194,194,0,1.0,0,31,293
data_12,tesseract,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/cukurovaummfd/issue/22748/242829,,0.11577708006279434,0.18960244648318042,0.10539478385137549,0.8842229199372057,0.8103975535168195,194,194,0,1.0,0,33,295
data_12,easyocr,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/cukurovaummfd/issue/22748/242829,,0.7919937205651492,0.9388379204892966,0.7290462427745664,0.20800627943485084,0.061162079510703404,194,59,135,0.30412371134020616,5,758,2018
data_12,easyocr,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/cukurovaummfd/issue/22748/242829,,0.7916012558869702,0.9327217125382263,0.7286849710982659,0.20839874411302983,0.06727828746177367,194,61,133,0.31443298969072164,4,759,2017
data_13,tesseract,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/konjes/issue/56595/678712,,0.11105290728129912,0.1532258064516129,0.10080836899667142,0.8889470927187009,0.8467741935483871,173,173,0,1.0,0,39,212
data_13,tesseract,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/konjes/issue/56595/678712,,0.11105290728129912,0.1532258064516129,0.10080836899667142,0.8889470927187009,0.8467741935483871,173,173,0,1.0,0,39,212
data_13,easyocr,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/konjes/issue/56595/678712,,0.11471974855945521,0.20161290322580644,0.10359508041627247,0.8852802514405448,0.7983870967741935,173,172,1,0.9942196531791907,0,38,219
data_13,easyocr,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/konjes/issue/56595/678712,,0.11471974855945521,0.20161290322580644,0.10359508041627247,0.8852802514405448,0.7983870967741935,173,172,1,0.9942196531791907,0,38,219
data_14,tesseract,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.1410373066424022,0.31543624161073824,0.12409927942353884,0.8589626933575978,0.6845637583892618,49,49,0,1.0,0,19,155
data_14,tesseract,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.1410373066424022,0.31543624161073824,0.12409927942353884,0.8589626933575978,0.6845637583892618,49,49,0,1.0,0,19,155
data_14,easyocr,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,1.1464968152866242,1.5503355704697988,0.6840390879478827,0.0,0.0,49,36,13,0.7346938775510204,1,287,1260
data_14,easyocr,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,1.1464968152866242,1.5503355704697988,0.6840390879478827,0.0,0.0,49,36,13,0.7346938775510204,1,287,1260
data_15,tesseract,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.29138431752178123,0.34974093264248707,0.25671641791044775,0.7086156824782188,0.6502590673575129,81,66,15,0.8148148148148148,0,137,602
data_15,tesseract,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.29138431752178123,0.34974093264248707,0.25671641791044775,0.7086156824782188,0.6502590673575129,81,66,15,0.8148148148148148,0,137,602
data_15,easyocr,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.3818973862536302,0.3860103626943005,0.33081761006289306,0.6181026137463699,0.6139896373056994,81,64,17,0.7901234567901234,3,179,789
data_15,easyocr,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/politeknik/issue/83819/1456567,,0.3809293320425944,0.38082901554404147,0.329979035639413,0.6190706679574056,0.6191709844559585,81,66,15,0.8148148148148148,1,177,787
data_16,tesseract,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/ngumuh/issue/82695/1295673,,0.04306895740174159,0.07692307692307693,0.04230235783633842,0.9569310425982585,0.9230769230769231,299,295,4,0.9866220735785953,0,31,183
data_16,tesseract,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/ngumuh/issue/82695/1295673,,0.04330430689574018,0.08019639934533551,0.0425335182616736,0.9566956931042598,0.9198036006546645,299,294,5,0.9832775919732442,1,32,184
data_16,easyocr,raw,ok,academic,hard,https://dergipark.org.tr/tr/pub/ngumuh/issue/82695/1295673,,0.12779477524123323,0.19803600654664485,0.12722586691658858,0.8722052247587668,0.8019639934533551,299,276,23,0.9230769230769231,6,98,543
data_16,easyocr,corrected,ok,academic,hard,https://dergipark.org.tr/tr/pub/ngumuh/issue/82695/1295673,,0.12755942574723464,0.19803600654664485,0.12699156513589505,0.8724405742527653,0.8019639934533551,299,277,22,0.9264214046822743,5,97,542
data_17,tesseract,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/ejosat/issue/45333/540262,,0.00741985160296794,0.01822079314040729,0.007416736635880212,0.992580148397032,0.9817792068595927,674,674,0,1.0,0,8,53
data_17,tesseract,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/ejosat/issue/45333/540262,,0.00741985160296794,0.01822079314040729,0.007416736635880212,0.992580148397032,0.9817792068595927,674,674,0,1.0,0,8,53
data_17,easyocr,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/ejosat/issue/45333/540262,,0.01497970040599188,0.05251875669882101,0.014973411698852504,0.9850202995940082,0.947481243301179,674,648,26,0.9614243323442137,19,30,107
data_17,easyocr,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/ejosat/issue/45333/540262,,0.013439731205375893,0.04072883172561629,0.01343408900083963,0.9865602687946241,0.9592711682743837,674,659,15,0.9777448071216617,8,19,96
data_18,tesseract,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/deumffmd/issue/64734/827617,,0.017874165872259293,0.04660194174757282,0.017705382436260624,0.9821258341277407,0.9533980582524272,302,302,0,1.0,0,20,75
data_18,tesseract,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/deumffmd/issue/64734/827617,,0.017874165872259293,0.04660194174757282,0.017705382436260624,0.9821258341277407,0.9533980582524272,302,302,0,1.0,0,20,75
data_18,easyocr,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/deumffmd/issue/64734/827617,,0.6553860819828408,0.7980582524271844,0.6553860819828408,0.34461391801715924,0.20194174757281558,302,141,161,0.46688741721854304,14,872,2750
data_18,easyocr,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/deumffmd/issue/64734/827617,,0.6544327931363203,0.7902912621359224,0.6544327931363203,0.3455672068636797,0.20970873786407762,302,151,151,0.5,4,862,2746
data_19,tesseract,raw,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/jiet/issue/71006/1090210,,0.07162071284465367,0.1638888888888889,0.06691800188501414,0.9283792871553463,0.8361111111111111,293,293,0,1.0,0,42,213
data_19,tesseract,corrected,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/jiet/issue/71006/1090210,,0.07162071284465367,0.1638888888888889,0.06691800188501414,0.9283792871553463,0.8361111111111111,293,293,0,1.0,0,42,213
data_19,easyocr,raw,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/jiet/issue/71006/1090210,,0.06926698049764626,0.1388888888888889,0.06562599553998089,0.9307330195023538,0.8611111111111112,293,277,16,0.9453924914675768,16,41,206
data_19,easyocr,corrected,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/jiet/issue/71006/1090210,,0.06691324815063887,0.11944444444444445,0.06339598598279707,0.9330867518493611,0.8805555555555555,293,284,9,0.9692832764505119,9,34,199
data_20,tesseract,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/sosyoekonomi/issue/82900/1318947,,0.0069972619409796166,0.018433179723502304,0.0069612590799031475,0.9930027380590204,0.9815668202764977,332,332,0,1.0,0,4,23
data_20,tesseract,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/sosyoekonomi/issue/82900/1318947,,0.007301490721022209,0.020737327188940093,0.007263922518159807,0.9926985092789777,0.9792626728110599,332,332,0,1.0,0,5,24
data_20,easyocr,raw,ok,academic,easy,https://dergipark.org.tr/tr/pub/sosyoekonomi/issue/82900/1318947,,0.013690295101916642,0.029953917050691243,0.013632232656770675,0.9863097048980833,0.9700460829493087,332,326,6,0.9819277108433735,5,9,45
data_20,easyocr,corrected,ok,academic,easy,https://dergipark.org.tr/tr/pub/sosyoekonomi/issue/82900/1318947,,0.013081837541831457,0.027649769585253458,0.01302635564980309,0.9869181624581685,0.9723502304147466,332,329,3,0.9909638554216867,2,7,43
data_21,tesseract,raw,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/ankutbd/issue/59731/861047,,0.024793388429752067,0.03711790393013101,0.02422145328719723,0.9752066115702479,0.962882096069869,366,364,2,0.994535519125683,2,25,84
data_21,tesseract,corrected,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/ankutbd/issue/59731/861047,,0.024793388429752067,0.03711790393013101,0.02422145328719723,0.9752066115702479,0.962882096069869,366,364,2,0.994535519125683,2,25,84
data_21,easyocr,raw,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/ankutbd/issue/59731/861047,,0.7272727272727273,0.8842794759825328,0.7088607594936709,0.2727272727272727,0.11572052401746724,366,210,156,0.5737704918032787,0,785,2464
data_21,easyocr,corrected,ok,academic,intermediate,https://dergipark.org.tr/tr/pub/ankutbd/issue/59731/861047,,0.7272727272727273,0.8842794759825328,0.7088607594936709,0.2727272727272727,0.11572052401746724,366,210,156,0.5737704918032787,0,785,2464
data_22,tesseract,raw,ok,pptx,easy,https://ogmmateryal.eba.gov.tr/ders-sunu?kod=tde&s=9&d=6&u=0&k=0,,0.11490683229813664,0.14583333333333334,0.11490683229813664,0.8850931677018634,0.8541666666666666,36,32,4,0.8888888888888888,0,9,37
data_22,tesseract,corrected,ok,pptx,easy,https://ogmmateryal.eba.gov.tr/ders-sunu?kod=tde&s=9&d=6&u=0&k=0,,0.11490683229813664,0.14583333333333334,0.11490683229813664,0.8850931677018634,0.8541666666666666,36,32,4,0.8888888888888888,0,9,37
data_22,easyocr,raw,ok,pptx,easy,https://ogmmateryal.eba.gov.tr/ders-sunu?kod=tde&s=9&d=6&u=0&k=0,,0.009316770186335404,0.0,0.009316770186335404,0.9906832298136646,1.0,36,36,0,1.0,0,0,3
