text,target,source,is_toxic,predicted,confidence
Seni Sen piç kur yazmam için zamanım bile olmadan makalemi sildin İğrençsin,PROFANITY,jigsaw,1,INSULT,0.9939795765167205
Aç da bak aq futbol cahili,INSULT,told,1,PROFANITY,0.993908212715317
amk putini amk rusları amk büyük rusya hayali amk hitler özentileri,PROFANITY,told,1,RACIST,0.9938335377250673
neden benim mothafuckin dick oğlum kurtulma bok zencimi kno sanmıyorum,RACIST,jigsaw,1,PROFANITY,0.9936258197044182
Popo yüz salak arkadaşlar,INSULT,jigsaw,1,PROFANITY,0.9932891287161394
Kayıp mı aptal lanet salaklar,INSULT,jigsaw,1,PROFANITY,0.9930151180569757
En iyisi aptallık,INSULT,jigsaw,1,PROFANITY,0.9926986074144192
TheReal lanet salak FennShysa lanet bir salak,INSULT,jigsaw,1,PROFANITY,0.9914483904793951
SADECE BİR FASİST KENDİ KONUŞMA SAYFASINI İYİ NEDEN OLMADAN DÜZENLEMEK İÇİN KİŞİ YETENEĞİNE UZAK VERECEKTİR BİLDİRİMLERİMİZİ EYLEMLERİNİZLE DESTEKLEYİN GERÇEK TUTULMALIDIR Sübvansiyonlu KONUT YÜKSELTİR FİYATLAR VE DÜŞÜK GELİR İLE İNSANLAR İÇİN ÖZEL OLARAK ÇALIŞIR İYİ ŞEKİLDE OLDUĞUNUZDA Sübvansiyon alırsanız DAHA SONRA SOL OLAN KONUTLAR İÇİN REKABET ETMİYORSANIZ HİÇ KİRALAMA KONTROLÜ HİÇBİR EKONOMİ DUYU KONUTUN Sübvanse Edilmesi SOSYALİZMİN ÇEŞİTLERİNE GÖRE BİR ADIMDIR BU YATIRIM TAVSİYE DEĞİLDİR YMMV TANSTAAFL,RACIST,jigsaw,1,OTHER,0.9908403892566142
anasını siktiler istanbulun aksaray da Türk yok hep suriyeli esenler bağcılar esenyurt da aynı,PROFANITY,told,1,RACIST,0.9907002015422083
Mevcut Kadro BUNUNLA ÇEVRESİNDE FOOKIN yok tamam,INSULT,jigsaw,1,OTHER,0.9901847331956957
Bu orospu bir pislik Bu orospu bir pislik,PROFANITY,jigsaw,1,INSULT,0.989794238702491
Özellikle kelimesinin bir kadın editörde erkek bir editör tarafından tekrar tekrar kullanılmasına izin verilmemelidir Sergi Bunun hakkında yanlış bir şey yok mu Gerçekten Her neyse ben lanet senin kaybolan bir yorum eski haline ve farkında olmayabilir ama WP sansür değil bu yüzden benim lanet benim söz konusu politika kapsamında ve izin ve onunla başa çıkmak zorunda Ama şimdi yeterli Çok bağlı oluyorum tıpkı benim için hala uzun bir yol olmasına rağmen ve hala yemek yemedim ve daha sonra bunun için cezamı beklemek zorunda kaldım Muhteşem görüşmeci konuşma,SEXIST,jigsaw,1,OTHER,0.9895913654294375
Teşekkürler Gaylık Ödülü,SEXIST,jigsaw,1,OTHER,0.9893590489672357
Hâla yok kuduş yom israil yok filistin yok suriyeli Sikicem artık arap sevdanızı aq deprem oluyor şebeke çekmiyor Artık biraz kendi ülkemize yoğunlaşsak,PROFANITY,told,1,RACIST,0.9882408323681298
Haziran 2017 Cuma SA4441 TG227 Pakistan ve Afganistan da Çin Hindistan ABD İşbirlikleri Sonsuz Ark ın Notu Aşağıdaki metin yeterli bir analiz olmaktan çok uzak olmakla birlikte Hindistan Pakistan Afganistan ve İran gibi benzer dört ülke üzerinden yürüyen,OTHER,told,0,RACIST,0.988080520313845
aptal gibi geliyor,INSULT,jigsaw,1,PROFANITY,0.9871174497595631
bu amk arab orsbu çocuklarını ğetirdiler buraya başımıza bela amını şeklini tipini kültürünü siktiimin arab pislikleri bu amk arabları çinlileri hintlileri kısaça ortadoğu ve asyanın büyük bölümü yok olsa dünya müreffeh bi yer olur amk,PROFANITY,told,1,RACIST,0.9871089875457671
Diğer takımlardan dönme olan kişiyi atlamışım abi,INSULT,told,1,OTHER,0.9840494703599707
Erik yüksek sesle bağırdığı için Yasal olarak çocuklarla seks yapabilirsiniz ancak reşit olmayan çocuklarla seks yapamazsınız Reşit olmayan çocuklar yasal rıza yaşının altındaki çocuklardır farklı eyaletlerde reşit olmayan sınır olarak 14 15 16 17 veya 18 bulunur Çoğu ülkedeki çocuklar 18 yaşın altındaki biri anlamına gelir İrlanda da örneğin çocuk 17 rıza yaşının üzerindedir İngiltere de 16 yaşındadır Konuyla ilgili ilk şeyi biliyor musunuz Adı standart ingilizce asage olduğunu Skandal bir POV terimidir İddia henüz mahkemeye gelmemiş teknik nedenlerle yargılanamayan ve geçersiz olarak atılan davaların tartışılmasına izin vermektedir Roman Katolik Kilisesi cinsiyeti standart İngilizcede iddiaları kötüye kullanmak Roma Katolik Kilisesi hakkında iddialar anlamına gelir Çocukların tecavüzünü tartışırken halkla ilişkiler küçük tabloid noktasıdır bu yüzden alakasız bir konu eklemeyi bırakın Etrafınızdaki muazzam değişiklikler yazım düzeltmeleri ve diğer sorunlar çözüldü Sizinle bir düzenleme çatışmasına yakalandım ve değişikliklerin ölçeği kesip yapıştırma işinden başka bir şey yapamaz Daha sonra doğru değişiklikleri aktarmak için sürümünüze girmeye çalıştım ancak daha sonra bir POV başlığı kullanarak makalenin konumu ile bu deli lanet başladı Dikkatli bir şekilde ifade edilmiş tarafsız bir başlığa geri döneceğim Ağu 2003 22 18 UTC,RACIST,jigsaw,1,OTHER,0.9836867040087186
AB nin ve ABD nin götünü yakıyor aq yahudisi,PROFANITY,told,1,RACIST,0.9834843516752249
olsun canim ne gerek var soydasimiz icin boyle seylere siktigimin suriyelilerini beslesinler korusunlar amk ummetci arapcilari,PROFANITY,told,1,RACIST,0.9832561230826176
bora mali aq kadini oldurcek dkekso,PROFANITY,told,1,SEXIST,0.9821434556571383
Irkçı kaltak,PROFANITY,jigsaw,1,RACIST,0.9819906978952603
Halil Paşa Makalenin tamamında Halil Paşa ve üstün bir gücü yenen diğer Türk komutanlardan neredeyse hiç bahsedilmiyor Sanki İngilizler Marslılarla savaşmış gibi Tek bir Türkçe referans yok,OTHER,jigsaw,0,RACIST,0.981592916678629
amk arapçıları sionist göt yalayıcıları Sizin yüzünüzden oldu Siktir olun gidin Arap yurtlarına burası Atatürk Türkiyesi,PROFANITY,told,1,RACIST,0.9812260335574068
Senin arap atalarının amına koyayım amk piçi adama bi yunan diyorsunuz bi ermeni diyorsunuz şimdi yahudi demeye başladınız ama sizler orospu çoçuğusunuz siktimin arabları,PROFANITY,told,1,RACIST,0.9810248364813209
yok Hey dostum senin sorunun ne,OTHER,told,0,INSULT,0.9808072829485599
Ergen misin birader yat uyu aq,INSULT,told,1,PROFANITY,0.980283347706453
ama da vinci kodu bir salak film,INSULT,jigsaw,1,PROFANITY,0.9797522198278097
Öyleydi ve cahilsin Lütfen yalnızca makale tartışma sayfasında yayınlayın,INSULT,jigsaw,1,OTHER,0.9792355144287824
Asya twat GİT SİZİN FUCK GO,RACIST,jigsaw,1,PROFANITY,0.9791332220981629
Fransız dölü seni rus wagnerler siksin terrorist hafterde seni gibi pezevenklerde islam topraklarından defolup gideceksiniz Erdogan islam topraklarina özgürlük getirecek sömürüden vede siyonist suud ailesinden kurtaracak,PROFANITY,told,1,RACIST,0.9773967990734931
Mahalle Yanarken Orospu Saçını Tararmış şekil olmuş bu adam tırlatmış dans ediyor Arkada bir erkek kadını boğuyor ve mutlu son polis geliyor,PROFANITY,told,1,SEXIST,0.97557707824587
Valla ben Angaralıları biliyorsam bisiklet yolunda arabayla üstümüze çıkılabilir Ama güzel düşünce,RACIST,told,1,OTHER,0.9753474832311032
Seni korkunç piç Bilirsin kesinlikle ne ben oldu sodding sana söylüyorum,PROFANITY,jigsaw,1,INSULT,0.9748236322658468
Ancak bi ırzını siktiğimin yahudisi böyle bir yazıyı yazıp köşesine çekilip müslümanların kanlarının akmasını izler,PROFANITY,told,1,RACIST,0.9741151127260331
Tam bir salak,INSULT,jigsaw,1,PROFANITY,0.9740832888519826
Benim küçük meme uçlarımı Fransa ya götürdü,RACIST,jigsaw,1,PROFANITY,0.9728824015478372
Sema sedaya nasıl katlanıyor amk öz kardeşim olsa sevemem kadını,PROFANITY,told,1,SEXIST,0.9727863055477162
Sana işeyeceğim,PROFANITY,jigsaw,1,INSULT,0.9725088693215832
Bu amını astarını siktiğim Suriyelileri kollamak için Türkler defolsun giyen gavatlar adam olsun Suriyelileri Suriye de kaçtıkları vatanlarına yerleştirsinler delikanlılarsa Bizi bu topraklardan alıkoyacak tek şey ölümdür onda da toprağımıza gömülürüz zaten,PROFANITY,told,1,RACIST,0.9721640015776993
Dick Amca Dick vay be senin gibi biri için ne kadar uygun bir isim düzenlemek bunny pMLl,INSULT,jigsaw,1,PROFANITY,0.9712637905722679
Koen franse olur gay,RACIST,jigsaw,1,SEXIST,0.9709749657220837
onun için geri akıyor sanki kadın 20 yaşındaki tatlı şirin kız hala hiç değişmiyor hiç değişme böyle kal,OTHER,bully,0,SEXIST,0.9707284139119797
Lol oynayan kızla hemen evlenirim abi yhaaa diye gezen erkekler ne kadar da beyinsiz amk kızlar harbi şu salaklar için lol mü öğrenmek istiyorsunuz,PROFANITY,told,1,SEXIST,0.9703493756760267
Adamın da amk ya az salsın şu kadını,PROFANITY,told,1,SEXIST,0.9692373085637194
He aq kendini böyle kandır Kadına tecavüz kadına şiddet kadın cinayetleri yakın akrabalar arası evlilik dışı ilişki bunlar hepsi verilerle desteklenmiş durumda Hepsinde başı çekiyorsunuz Azıcık Kürtleri örnek alıp kadınlara saygı ve sevgi ile yaklaşmayi öğrenin,RACIST,told,1,SEXIST,0.9691556118324575
sus amk kadını,PROFANITY,told,1,SEXIST,0.9685583662942868
Sen sadece twitterda gordugu para avciligi icin dernekcilik yapan kadini tum kadinlari temsil ediyolarmis gibi gostermeyi seven dalyaragin tekisin kardesim Sokaktaki kopekten en cok rahatsiz olan kisiler kadinlar ve cocuklsr amk ne anlatıyorsunuz,PROFANITY,told,1,SEXIST,0.9683358669495054
Çok da değil yani hepsi aynı tırt,INSULT,told,1,OTHER,0.967683511061198
Aptal Ass lanet Bu ka bakmalısın,INSULT,jigsaw,1,PROFANITY,0.9675190440067946
Sevgili Piotrus Bükreş ten aptal bir okuma yazma bilmiyor Bükreş ten akıllı insanlarla tanıştınız mı,RACIST,jigsaw,1,INSULT,0.9650912559100805
Splash15hotel lanet bir ibne ahbap Bir hayat bul,PROFANITY,jigsaw,1,INSULT,0.9649756493472392
Sevgili anonim kullanıcı veya sockpuppet Tartışacağın bir ruh halim yok Kendiniz için yeni arkadaşlar arayın orada veya tartışma • contribs,INSULT,jigsaw,1,OTHER,0.9625569910046408
Buradaki nokta İsrail in kendisini Avrupalı ​​olarak gördüğünü ve Avrupa nın birçok durumda İsrail yarı Avrupa olarak tanıdığını ve AB üyeliği talebinin temeli olabileceğini tanımlamak olmalıdır Bu bölüm aynı zamanda bu görüşlerin neye dayandığı Avrupa dan göç başlangıçta Avrupa fikri olarak Siyonizm paylaşılan değerler ve AB üyeliği yolunda AB nin neye benzemesi gerektiğine dair diğer kavramların neler olduğunu açıklayabilir 141 91 136 41,RACIST,jigsaw,1,OTHER,0.9621937942450096
ekmeği bize çok gören kardeşlerim var awk,PROFANITY,told,1,OTHER,0.9616169437113177
Çıplak karıları beğen gel burda din savun senin ırzını s2m,PROFANITY,told,1,SEXIST,0.9611572986942597
Amk mın ingilizleri bide urfa maçına gelin Şiddet nedir bide burda görün Soktu size italya,PROFANITY,told,1,RACIST,0.9610407522071888
Standart olabilir ama aptalca,INSULT,jigsaw,1,PROFANITY,0.9609997181297051
Hayırdır şimdi de konyalı mı oldunuz amk dönekleri,RACIST,told,1,PROFANITY,0.9609154411325881
holstein ineği alacalı siyah beyaz inek yani hollanda ineği en verimli süt alınan inek ırkıymış trt belgesel de öyle söylediler,OTHER,told,0,RACIST,0.9607597691961587
Lütfen promosyon düzenlemenizi başka bir yere götürün salak,INSULT,jigsaw,1,PROFANITY,0.960355979971755
