text,target,source,is_toxic,predicted,confidence
Hayırdır şimdi de konyalı mı oldunuz amk dönekleri,RACIST,told,1,PROFANITY,0.9935204109509226
Koen franse olur gay,RACIST,jigsaw,1,SEXIST,0.9933323813329479
benim eski kankim kadın haklarını savunan biriydi baya özgür biriydi yani ama bi kızın fotosunu atıp allah çarpmış da diyodu işine geldiğinde kadınları savunur işine gelmediğinde hakaret ederdi aq tabii ben de iyi bok değildim aq wlwısuxksğsoxjme,PROFANITY,told,1,SEXIST,0.9933233850950893
Haziran 2017 Cuma SA4441 TG227 Pakistan ve Afganistan da Çin Hindistan ABD İşbirlikleri Sonsuz Ark ın Notu Aşağıdaki metin yeterli bir analiz olmaktan çok uzak olmakla birlikte Hindistan Pakistan Afganistan ve İran gibi benzer dört ülke üzerinden yürüyen,OTHER,told,0,RACIST,0.9925710056639439
Aq jarusalemi bizi bi katamadınız şu savaşa aqyahudisi,PROFANITY,told,1,RACIST,0.9924654431816097
Tv3 çanta maymun Bana salak memesini sansürlemeyi bırak,PROFANITY,jigsaw,1,INSULT,0.9924146710265939
Teşekkürler Gaylık Ödülü,SEXIST,jigsaw,1,OTHER,0.9920212819855093
He aq kendini böyle kandır Kadına tecavüz kadına şiddet kadın cinayetleri yakın akrabalar arası evlilik dışı ilişki bunlar hepsi verilerle desteklenmiş durumda Hepsinde başı çekiyorsunuz Azıcık Kürtleri örnek alıp kadınlara saygı ve sevgi ile yaklaşmayi öğrenin,RACIST,told,1,SEXIST,0.9914836331947298
Sana işeyeceğim,PROFANITY,jigsaw,1,INSULT,0.9903858728000872
Fransız dölü seni rus wagnerler siksin terrorist hafterde seni gibi pezevenklerde islam topraklarından defolup gideceksiniz Erdogan islam topraklarina özgürlük getirecek sömürüden vede siyonist suud ailesinden kurtaracak,PROFANITY,told,1,RACIST,0.9898875825117458
Hocam göte su kaçınca orucun bozulup bozulmadığı 1000 yıldır tartışılan bir konu Farklı yorumlar var Araştıralım,PROFANITY,told,1,OTHER,0.989464836127738
Diğer takımlardan dönme olan kişiyi atlamışım abi,INSULT,told,1,OTHER,0.9892394470911838
Aq Levent’ Ela’yı nasıl terk etmişti ya bak yine sinirlendim sonra da kadın evleniyor diye ağlıyordu kuduruk terk etmeseydin zaman kadını,PROFANITY,told,1,SEXIST,0.9882764811994925
Sevgili Piotrus Bükreş ten aptal bir okuma yazma bilmiyor Bükreş ten akıllı insanlarla tanıştınız mı,RACIST,jigsaw,1,INSULT,0.9873975899271119
Erik yüksek sesle bağırdığı için Yasal olarak çocuklarla seks yapabilirsiniz ancak reşit olmayan çocuklarla seks yapamazsınız Reşit olmayan çocuklar yasal rıza yaşının altındaki çocuklardır farklı eyaletlerde reşit olmayan sınır olarak 14 15 16 17 veya 18 bulunur Çoğu ülkedeki çocuklar 18 yaşın altındaki biri anlamına gelir İrlanda da örneğin çocuk 17 rıza yaşının üzerindedir İngiltere de 16 yaşındadır Konuyla ilgili ilk şeyi biliyor musunuz Adı standart ingilizce asage olduğunu Skandal bir POV terimidir İddia henüz mahkemeye gelmemiş teknik nedenlerle yargılanamayan ve geçersiz olarak atılan davaların tartışılmasına izin vermektedir Roman Katolik Kilisesi cinsiyeti standart İngilizcede iddiaları kötüye kullanmak Roma Katolik Kilisesi hakkında iddialar anlamına gelir Çocukların tecavüzünü tartışırken halkla ilişkiler küçük tabloid noktasıdır bu yüzden alakasız bir konu eklemeyi bırakın Etrafınızdaki muazzam değişiklikler yazım düzeltmeleri ve diğer sorunlar çözüldü Sizinle bir düzenleme çatışmasına yakalandım ve değişikliklerin ölçeği kesip yapıştırma işinden başka bir şey yapamaz Daha sonra doğru değişiklikleri aktarmak için sürümünüze girmeye çalıştım ancak daha sonra bir POV başlığı kullanarak makalenin konumu ile bu deli lanet başladı Dikkatli bir şekilde ifade edilmiş tarafsız bir başlığa geri döneceğim Ağu 2003 22 18 UTC,RACIST,jigsaw,1,OTHER,0.9872171654770058
Dick Amca Dick vay be senin gibi biri için ne kadar uygun bir isim düzenlemek bunny pMLl,INSULT,jigsaw,1,PROFANITY,0.9867854943621717
Halil Paşa Makalenin tamamında Halil Paşa ve üstün bir gücü yenen diğer Türk komutanlardan neredeyse hiç bahsedilmiyor Sanki İngilizler Marslılarla savaşmış gibi Tek bir Türkçe referans yok,OTHER,jigsaw,0,RACIST,0.9867187838369036
anasını siktiler istanbulun aksaray da Türk yok hep suriyeli esenler bağcılar esenyurt da aynı,PROFANITY,told,1,RACIST,0.986131081181214
amk putini amk rusları amk büyük rusya hayali amk hitler özentileri,PROFANITY,told,1,RACIST,0.9841515850250985
kafziel bir hayat edin ve bu aptallar için çalışmayı bırakın eğer sizin için neyin iyi olduğunu biliyorsanız bu devam ederse tüm lanet şirket yanacaktır bok web sitesinin peice artık ziyaret olmaz ve ben de değil biliyorum tüm 100 kişiye söylüyorum senin pislik off lanet aşağı gidiyor,PROFANITY,jigsaw,1,INSULT,0.9838313568371359
Siktir et lütfen Alıntı Konuşma sayfaları konunun genel tartışması için değildir Söz konusu makaleyi geliştirmenin yollarını tartışmak içindir Yukarıda listelenen sayfalara ve daha önce uyarıldığınız diğerlerine ek olarak Talk Space TV kanalı Tartışma Zoofili Tartışma Yevgeny Petrosyan Tartışma Klezmer Tartışma Sholem Aleichem Tartışma Oasis HD Tartışma Osetyalılar Tartışma Shish taouk Montreal Tartışma Semitik Tartışma Kilitleme TV dizisi ve çok daha fazlası geri döndü Lütfen bunu son uyarınız olarak düşünün Makale tartışma sayfalarına yararsız yorumlar göndermeye devam ederseniz düzenlemeniz engellenir Siz ilerlerken bir şeyler uyduruyorsunuz Yukarıdakilerden sadece biri için uyarıldım Ayrıca siktir git,PROFANITY,jigsaw,1,OTHER,0.9820428570550715
Aq karşısında survivor tarihinin en iyi kadınları var bi zahmet kaybettiği oyun da olsun yani ne bu kadar abartılıyo bu durum,PROFANITY,told,1,SEXIST,0.9810336108148997
Lanet yöneticiler DAMN YOOOOOOOOOOOOOOOOUUUUUUUUUUUUUUUUUUUUUU,PROFANITY,jigsaw,1,INSULT,0.9804914845465064
Öyleydi ve cahilsin Lütfen yalnızca makale tartışma sayfasında yayınlayın,INSULT,jigsaw,1,OTHER,0.9799524910262469
brotherhood gibi bi tayfa kurup suriyelilerle catısma fikri cık siktir aklımdan,RACIST,told,1,PROFANITY,0.9799367789162836
Valla ben Angaralıları biliyorsam bisiklet yolunda arabayla üstümüze çıkılabilir Ama güzel düşünce,RACIST,told,1,OTHER,0.9798222214077333
Amk mın ingilizleri bide urfa maçına gelin Şiddet nedir bide burda görün Soktu size italya,PROFANITY,told,1,RACIST,0.9790724906076168
Çok da değil yani hepsi aynı tırt,INSULT,told,1,OTHER,0.9779614985761721
Asya twat GİT SİZİN FUCK GO,RACIST,jigsaw,1,PROFANITY,0.9779583823115413
İnstagram da bi adamla tartıstım 50 tlye çalıstıracak köle arıyor kendine ksldkspfkslflsld göbeği açık giydiğim için namussuz oldum üstüne yetmemiş bi de erkek arkadaşımı bulup ona mesaj atmış şey yazıyo mesaj da kardesim manitanı uyar dkspdkspfkd aramış bi de amk dürzüsü,INSULT,told,1,PROFANITY,0.9779034416575277
onun için geri akıyor sanki kadın 20 yaşındaki tatlı şirin kız hala hiç değişmiyor hiç değişme böyle kal,OTHER,bully,0,SEXIST,0.9767810938350974
holstein ineği alacalı siyah beyaz inek yani hollanda ineği en verimli süt alınan inek ırkıymış trt belgesel de öyle söylediler,OTHER,told,0,RACIST,0.9764806437019459
Sevgili anonim kullanıcı veya sockpuppet Tartışacağın bir ruh halim yok Kendiniz için yeni arkadaşlar arayın orada veya tartışma • contribs,INSULT,jigsaw,1,OTHER,0.975591615819839
nagşhanin eli isindi aq haksizlikş bu gonullu kadinlari nefretimsinşz,PROFANITY,told,1,SEXIST,0.9749772685679721
Nefret ediyorum sizinle aynı havayı solumaktan nefret ediyorum anneniz veya kız kardeşiniz yokmuşçasına davranmanızdan nefret ediyorum kadınları sadece sex objesi olarak görmenizden daha cinsel organınızı içerde tutmayı bile beceremiyorsunuz lütfen şu pisliği ifşalayabilir miyiz,INSULT,told,1,SEXIST,0.974370405009947
Ayrıca ip saldırganı bulunduğunuz Kaliforniya dan oldu Ben aptal değilim haklı olduğunu düşünüyorsun ama acınacak bir kaybeden başka bir şeyin yok,RACIST,jigsaw,1,INSULT,0.9741747222767072
AB nin ve ABD nin götünü yakıyor aq yahudisi,PROFANITY,told,1,RACIST,0.9733840886260935
Lol oynayan kızla hemen evlenirim abi yhaaa diye gezen erkekler ne kadar da beyinsiz amk kızlar harbi şu salaklar için lol mü öğrenmek istiyorsunuz,PROFANITY,told,1,SEXIST,0.9729828560575373
ekmeği bize çok gören kardeşlerim var awk,PROFANITY,told,1,OTHER,0.9726525155477412
Sen Hey kardeşim Grace Saunder neden bu kadar çok seviyorsun,OTHER,jigsaw,0,INSULT,0.9725756395198858
Insan denir amk çunku kadini bi obje gormiyo,SEXIST,told,1,PROFANITY,0.9711155021202285
Antislavery değil Bu aptal makaleyi kim yazdı,RACIST,jigsaw,1,INSULT,0.971048136158066
Beni iğrendiriyorsunuz Beni aşırıcı faşizm sansürünle hasta ediyorsun,RACIST,jigsaw,1,INSULT,0.9708732924305102
Bi de karıların sapığı olur derler bize denk gelene bak aq,SEXIST,told,1,PROFANITY,0.969771904607089
Kimsin İtiraf etmeliyim ki tanıştığım en çekici kişi değilsin adil olmakla birlikte daha kötü gördüm Bununla birlikte kullanıcı sayfanızda neden bir MASSIVE fotoğrafı var Estetik açıdan hoş olmadığı için olmasaydı tercih ederim 86 173 139 210,INSULT,jigsaw,1,OTHER,0.9692196109029172
Buradaki nokta İsrail in kendisini Avrupalı ​​olarak gördüğünü ve Avrupa nın birçok durumda İsrail yarı Avrupa olarak tanıdığını ve AB üyeliği talebinin temeli olabileceğini tanımlamak olmalıdır Bu bölüm aynı zamanda bu görüşlerin neye dayandığı Avrupa dan göç başlangıçta Avrupa fikri olarak Siyonizm paylaşılan değerler ve AB üyeliği yolunda AB nin neye benzemesi gerektiğine dair diğer kavramların neler olduğunu açıklayabilir 141 91 136 41,RACIST,jigsaw,1,OTHER,0.9676472537317661
Norveç te bok olmaktan iyidir kral öyle bir örnek de vardı dhkskzndbd amk putperestleri Bir de Islam hakkında konuşuyorlar ya dişimi kırasım geliyor,RACIST,told,1,PROFANITY,0.9674913050493096
Ulan siz geri zekalimisiniz Adam ülke için gece gündüz çalışıyor Siz arabalar atakmışsınız Gidin in nin reklam bütçesine ve dindaşlara ödediği milyarlari ve chp nin yıllık fonladigi 500 600 milyonları hesaplayın Siz bu ülkenin vatandaşı değilsiniz aq um cahilleri,INSULT,told,1,RACIST,0.9674550954766116
yahu siz amma embesil almanlara ne varki satsın bi söyle bakıyım embesil,RACIST,bully,1,INSULT,0.9665218509694068
Aslında İngiliz 16 yüzyılın başları ve 17 yüzyılın başları anlamında bir Protestan İskoç kralının İngiliz Fransızca ve İrlandalı hakimiyetleri üzerindeki sarsıntılı iddialarıyla ilgilidir Pinkie Muharebesi nin Edward VI için İskoç Kraliçesi Mary yi güvence altına almaması ve Leon un Castile ye girmesiyle İskoçya nın İngiltere ye dahil edilmemesi İngiliz onunla karıştığınız negatif anlamda İrlanda Devrimi nin başlangıcından başlayıp Sorunlara kadar ilerleyen İrlanda Milliyetçiliğinin propagandasını ifade eder,OTHER,jigsaw,0,RACIST,0.9659584779143638
Hitler değilsiniz sadece başka bir salak,RACIST,jigsaw,1,INSULT,0.9643428039358493
Anila yine yasinle aq ya ardahan ya yasin cogunlukla Ogedayda berkanla klasik Bu gonulluler kadinlari erkekleri tam koylu kurnazi aq ya,PROFANITY,told,1,SEXIST,0.9638853799473147
Yapılan kalleşliği asla unutmayız bekleyin,INSULT,told,1,OTHER,0.9636387410166541
Neden kendini sikmiyorsun serseri Hakaretlerle başladın sadece senin gibi aptal bir fanboydan bok almıyorum Düzenleme geçmişime gerçekten bakarsanız makalelere katkıda bulunduğumu görürsünüz ve alan kaybı Levy den farklı olarak burada kategorileri ve yöneticilerin yapması gereken diğer şeyleri temizlemek gibi düzenli bakım çalışmaları da yaparım Cevap vermeye devam edin bu saçmalık parçasını geliştirmek için hiç çaba harcamıyorum ama size isimler demekten ve gün boyu ne kadar aptal olduğunuzu belirtmekten memnuniyet duyarım,PROFANITY,jigsaw,1,INSULT,0.9627956326754282
Vay canına bu olacağını düşündüğümden daha büyük bir kaltaktı Adlarını mümkün olduğunca mantıklı tutmamla birlikte nerede yaralandıkları hakkında herhangi bir sorunuz varsa taşıma günlüğümü kontrol edebilirsiniz Bir şey kaçırırsam haberim olsun,PROFANITY,jigsaw,1,OTHER,0.96263620174278
ben bunları senden duymayı hak edecek hiçbir şey yapmadım ama yine de sen bilirsin belli et kendini biraz daha,OTHER,told,0,INSULT,0.9620303178251027
